Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair3_v	20	0.267	0.416	0.578	0.416	0.578	-1.127	0.314	0.346	0.005	0.007	0.036	0.021	0.016	0.035	0.542	0.737	0.942	2.245	0.447	0.418	0.078										
Aligned_pair3_v	21	0.238	0.438	0.559	0.438	0.559	-1.402	0.274	0.322	0.004	0.006	0.038	0.018	0.015	0.03	0.542	0.704	1.176	2.073	0.921	0.848	0.157										
Aligned_pair3_v	22	0.238	0.433	0.554	0.433	0.554	-1.354	0.267	0.329	0.004	0.006	0.038	0.017	0.015	0.029	0.542	0.704	1.176	1.997	0.447	0.418	0.078										
Aligned_pair3_v	23	0.238	0.433	0.554	0.433	0.554	-1.354	0.267	0.329	0.004	0.006	0.038	0.017	0.015	0.029	0.542	0.704	1.176	1.997	0	NaN	NaN										
Aligned_pair3_v	24	0.246	0.444	0.558	0.444	0.558	1.517	0.283	0.301	0.005	0.005	0.041	0.018	0.017	0.031	0.581	0.704	1.176	2.042	1.083	0.92	0.302										
Aligned_pair3_v	25	0.252	0.448	0.555	0.448	0.555	1.313	0.286	0.292	0.005	0.006	0.039	0.019	0.018	0.032	0.581	0.704	1.176	2.029	0	NaN	NaN										
Aligned_pair3_v	26	0.264	0.442	0.563	0.442	0.563	1.508	0.281	0.302	0.005	0.006	0.044	0.021	0.019	0.036	0.581	0.704	1.176	2.029	0.921	0.848	0.157										
Aligned_pair3_v	27	0.276	0.432	0.559	0.432	0.559	1.079	0.255	0.355	0.006	0.007	0.036	0.021	0.022	0.036	0.581	0.766	2.356	2.367	0.484	0.45	0.078										
Aligned_pair3_v	28	0.267	0.428	0.564	0.428	0.564	1.228	0.279	0.347	0.006	0.007	0.039	0.019	0.02	0.034	0.596	0.706	2.575	2.105	1.083	0.98	0.253										
Aligned_pair3_v	29	0.285	0.429	0.562	0.429	0.562	1.166	0.28	0.352	0.006	0.008	0.04	0.023	0.021	0.038	0.596	0.737	1.272	2.105	0	NaN	NaN										
Aligned_pair3_v	30	0.267	0.455	0.532	0.455	0.532	1.385	0.263	0.325	0.005	0.008	0.043	0.023	0.018	0.036	0.542	0.737	1.272	2.353	0	NaN	NaN										
Aligned_pair3_v	31	0.276	0.449	0.528	0.449	0.528	1.326	0.27	0.324	0.005	0.008	0.043	0.024	0.019	0.038	0.542	0.766	2.356	2.169	0	NaN	NaN										
Aligned_pair3_v	32	0.287	0.443	0.518	0.443	0.518	1.265	0.274	0.33	0.005	0.009	0.044	0.027	0.019	0.04	0.584	0.766	2.356	2.213	0	NaN	NaN										
Aligned_pair3_v	33	0.276	0.442	0.521	0.442	0.521	1.227	0.262	0.312	0.005	0.008	0.041	0.026	0.019	0.037	0.574	0.766	2.356	2.169	0	NaN	NaN										
Aligned_pair3_v	34	0.27	0.431	0.519	0.431	0.519	1.302	0.265	0.322	0.005	0.008	0.042	0.024	0.018	0.035	0.542	0.737	1.272	2.137	0	NaN	NaN										
Aligned_pair3_v	35	0.276	0.428	0.52	0.428	0.52	1.295	0.267	0.321	0.005	0.008	0.043	0.025	0.019	0.037	0.542	0.737	1.272	2.137	0	NaN	NaN										
Aligned_pair3_v	36	0.282	0.427	0.51	0.427	0.51	1.389	0.266	0.342	0.005	0.009	0.045	0.026	0.019	0.038	0.542	0.766	1.429	2.182	0.542	0.482	0.097										
Aligned_pair3_v	37	0.273	0.426	0.507	0.426	0.507	1.358	0.265	0.341	0.005	0.008	0.043	0.025	0.018	0.036	0.542	0.766	1.429	2.182	0.46	0.415	0.074										
Aligned_pair3_v	38	0.299	0.48	0.499	0.48	0.499	1.339	0.273	0.372	0.005	0.01	0.047	0.028	0.02	0.042	0.596	0.781	2.159	2.303	0.542	0.482	0.097										
Aligned_pair3_v	39	0.285	0.497	0.542	0.497	0.542	1.379	0.266	0.381	0.004	0.011	0.046	0.028	0.016	0.039	0.543	0.775	1.782	2.227	0.484	0.446	0.071										
Aligned_pair3_v	40	0.282	0.49	0.54	0.49	0.54	1.345	0.245	0.37	0.004	0.01	0.045	0.028	0.017	0.038	0.531	0.781	2.159	2.258	0.484	0.449	0.075										
Aligned_pair3_v	41	0.285	0.487	0.539	0.487	0.539	1.325	0.25	0.37	0.004	0.01	0.045	0.028	0.018	0.039	0.542	0.781	2.159	2.258	0.484	0.45	0.078										
Aligned_pair3_v	42	0.285	0.486	0.539	0.486	0.539	1.318	0.251	0.37	0.004	0.01	0.044	0.028	0.017	0.039	0.542	0.781	2.159	2.182	0	NaN	NaN										
Aligned_pair3_v	43	0.282	0.484	0.538	0.484	0.538	1.333	0.251	0.373	0.004	0.01	0.044	0.028	0.017	0.038	0.542	0.781	2.159	2.137	0	NaN	NaN										
Aligned_pair3_v	44	0.282	0.478	0.534	0.478	0.534	1.379	0.251	0.382	0.004	0.01	0.045	0.027	0.017	0.038	0.542	0.775	1.782	2.213	0.46	0.424	0.065										
Aligned_pair3_v	45	0.282	0.474	0.531	0.474	0.531	1.408	0.252	0.386	0.004	0.01	0.046	0.026	0.017	0.037	0.542	0.775	1.782	2.137	0.46	0.424	0.065										
Aligned_pair3_v	46	0.282	0.474	0.531	0.474	0.531	1.408	0.252	0.386	0.004	0.01	0.046	0.026	0.017	0.037	0.542	0.775	1.782	2.137	0	NaN	NaN										
Aligned_pair3_v	47	0.279	0.463	0.524	0.463	0.524	1.33	0.255	0.364	0.004	0.01	0.044	0.028	0.016	0.039	0.531	0.781	2.159	2.169	0.921	0.861	0.154										
Aligned_pair3_v	48	0.285	0.462	0.523	0.462	0.523	1.365	0.255	0.363	0.004	0.011	0.045	0.029	0.017	0.04	0.531	0.781	2.159	2.213	0.975	0.916	0.133										
Aligned_pair3_v	49	0.279	0.458	0.523	0.458	0.523	1.402	0.258	0.361	0.004	0.01	0.045	0.028	0.016	0.039	0.542	0.781	2.159	2.322	0.46	0.415	0.074										
Aligned_pair3_v	50	0.276	0.459	0.526	0.459	0.526	1.414	0.256	0.358	0.004	0.01	0.045	0.028	0.016	0.039	0.542	0.781	2.159	2.322	0	NaN	NaN										
Aligned_pair3_v	51	0.285	0.466	0.534	0.466	0.534	1.333	0.255	0.356	0.004	0.01	0.045	0.029	0.018	0.04	0.542	0.781	2.159	2.213	0.447	0.426	0.052										
Aligned_pair3_v	52	0.282	0.463	0.535	0.463	0.535	1.329	0.259	0.34	0.005	0.01	0.044	0.028	0.018	0.039	0.542	0.77	2.257	2.169	0.447	0.429	0.052										
Aligned_pair3_v	53	0.293	0.456	0.532	0.456	0.532	1.294	0.266	0.367	0.005	0.011	0.045	0.029	0.018	0.04	0.553	0.775	1.36	2.213	0.447	0.426	0.052										
Aligned_pair3_v	54	0.285	0.453	0.534	0.453	0.534	1.334	0.255	0.372	0.005	0.01	0.045	0.027	0.018	0.038	0.543	0.775	1.36	2.213	0.46	0.443	0.045										
Aligned_pair3_v	55	0.285	0.452	0.527	0.452	0.527	1.303	0.254	0.352	0.004	0.01	0.044	0.028	0.018	0.041	0.543	0.77	2.257	2.2	0	NaN	NaN										
Aligned_pair3_v	56	0.282	0.45	0.54	0.45	0.54	1.307	0.259	0.339	0.005	0.009	0.044	0.027	0.019	0.039	0.548	0.766	2.356	2.124	0.921	0.861	0.154										
Aligned_pair3_v	57	0.279	0.446	0.534	0.446	0.534	1.358	0.262	0.345	0.005	0.009	0.044	0.026	0.018	0.039	0.548	0.766	2.356	2.213	0.46	0.424	0.065										
Aligned_pair3_v	58	0.276	0.444	0.536	0.444	0.536	1.333	0.265	0.344	0.005	0.009	0.043	0.026	0.017	0.039	0.543	0.766	2.356	2.213	0	0	0										
Aligned_pair3_v	59	0.273	0.443	0.533	0.443	0.533	1.337	0.265	0.335	0.005	0.009	0.043	0.026	0.017	0.038	0.543	0.766	2.356	2.213	0	NaN	NaN										
Aligned_pair3_v	60	0.273	0.436	0.533	0.436	0.533	1.334	0.271	0.336	0.005	0.009	0.043	0.026	0.017	0.037	0.548	0.766	2.356	2.213	0	NaN	NaN										
Aligned_pair3_v	61	0.273	0.434	0.529	0.434	0.529	1.272	0.27	0.339	0.005	0.008	0.042	0.025	0.017	0.037	0.553	0.766	2.356	2.213	0	NaN	NaN										
Aligned_pair3_v	62	0.255	0.469	0.557	0.469	0.557	1.474	0.251	0.364	0.004	0.008	0.042	0.022	0.016	0.033	0.542	0.737	2.2	2.15	0.921	0.861	0.154										
Aligned_pair3_v	63	0.252	0.467	0.555	0.467	0.555	1.488	0.251	0.366	0.004	0.008	0.042	0.022	0.015	0.032	0.542	0.737	2.2	2.105	0.542	0.537	0.038										
Aligned_pair3_v	64	0.27	0.481	0.569	0.481	0.569	1.394	0.265	0.348	0.005	0.008	0.044	0.023	0.018	0.036	0.542	0.737	2.2	2.15	0	NaN	NaN										
Aligned_pair3_v	65	0.264	0.483	0.585	0.483	0.585	1.314	0.267	0.326	0.005	0.007	0.041	0.022	0.018	0.036	0.542	0.729	2.304	2.137	0	NaN	NaN										
Aligned_pair3_v	66	0.267	0.486	0.587	0.486	0.587	1.241	0.274	0.318	0.005	0.007	0.04	0.023	0.018	0.035	0.571	0.766	2.356	2.213	0	0	0										
Aligned_pair3_v	67	0.27	0.483	0.585	0.483	0.585	1.193	0.282	0.319	0.005	0.008	0.039	0.024	0.018	0.035	0.571	0.766	2.356	2.213	0	NaN	NaN										
Aligned_pair3_v	68	0.258	0.475	0.581	0.475	0.581	1.203	0.267	0.312	0.004	0.007	0.037	0.023	0.017	0.035	0.542	0.729	2.304	2.29	0.433	0.385	0.084										
Aligned_pair3_v	69	0.264	0.47	0.576	0.47	0.576	1.254	0.267	0.319	0.005	0.008	0.04	0.024	0.018	0.035	0.542	0.766	2.356	2.552	0	NaN	NaN										
Aligned_pair3_v	70	0.261	0.461	0.579	0.461	0.579	1.121	0.283	0.335	0.004	0.008	0.035	0.024	0.016	0.034	0.542	0.766	2.356	2.322	0	NaN	NaN										
Aligned_pair3_v	71	0.267	0.462	0.574	0.462	0.574	1.16	0.278	0.326	0.005	0.008	0.037	0.025	0.017	0.036	0.542	0.766	2.356	2.353	1.354	1.214	0.332										
Aligned_pair3_v	72	0.267	0.454	0.565	0.454	0.565	1.164	0.282	0.326	0.005	0.008	0.038	0.025	0.016	0.036	0.542	0.766	2.356	2.277	0.542	0.537	0.038										
Aligned_pair3_v	73	0.296	0.457	0.557	0.457	0.557	1.316	0.284	0.322	0.006	0.009	0.046	0.028	0.02	0.042	0.542	0.766	2.356	2.245	0	NaN	NaN										
Aligned_pair3_v	74	0.285	0.457	0.556	0.457	0.556	1.347	0.28	0.324	0.005	0.008	0.045	0.025	0.019	0.04	0.542	0.729	2.304	2.303	0	0	0										
Aligned_pair3_v	75	0.276	0.447	0.536	0.447	0.536	-1.533	0.259	0.32	0.005	0.007	0.046	0.022	0.021	0.038	0.542	0.729	0.838	2.124	1.354	1.317	0.166										
Aligned_pair3_v	76	0.296	0.457	0.54	0.457	0.54	-1.468	0.293	0.333	0.007	0.008	0.049	0.023	0.023	0.043	0.627	0.729	0.838	2.169	0.542	0.531	0.053										
Aligned_pair3_v	77	0.299	0.457	0.538	0.457	0.538	1.514	0.298	0.323	0.007	0.008	0.05	0.025	0.023	0.044	0.637	0.729	0.838	2.169	0.542	0.537	0.038										
Aligned_pair3_v	78	0.305	0.458	0.542	0.458	0.542	-1.468	0.304	0.385	0.007	0.009	0.05	0.022	0.023	0.04	0.65	0.775	1.36	2.258	0.542	0.537	0.038										
Aligned_pair3_v	79	0.305	0.453	0.543	0.453	0.543	-1.389	0.291	0.385	0.007	0.009	0.049	0.022	0.024	0.04	0.63	0.775	1.36	2.213	0	NaN	NaN										
Aligned_pair3_v	80	0.296	0.451	0.552	0.451	0.552	-1.322	0.284	0.375	0.007	0.008	0.046	0.021	0.024	0.039	0.63	0.752	1.043	2.213	1.354	1.214	0.332										
Aligned_pair3_v	81	0.302	0.441	0.557	0.441	0.557	1.495	0.276	0.358	0.007	0.008	0.05	0.024	0.025	0.041	0.596	0.727	1.107	2.137	0.433	0.385	0.084										
Aligned_pair3_v	82	0.302	0.436	0.554	0.436	0.554	1.505	0.279	0.362	0.007	0.008	0.05	0.023	0.025	0.041	0.596	0.727	1.107	2.137	0	0	0										
Aligned_pair3_v	83	0.305	0.436	0.551	0.436	0.551	-1.527	0.278	0.322	0.007	0.008	0.051	0.026	0.025	0.043	0.596	0.737	0.942	2.079	0.542	0.526	0.08										
Aligned_pair3_v	84	0.317	0.437	0.554	0.437	0.554	1.559	0.275	0.313	0.007	0.009	0.053	0.029	0.027	0.046	0.596	0.737	0.942	2.079	1.354	1.304	0.223										
Aligned_pair3_v	85	0.282	0.467	0.561	0.467	0.561	-1.21	0.273	0.336	0.006	0.008	0.041	0.023	0.02	0.039	0.613	0.737	0.942	2.137	0	NaN	NaN										
Aligned_pair3_v	86	0.279	0.465	0.553	0.465	0.553	-1.177	0.279	0.343	0.005	0.008	0.04	0.022	0.02	0.038	0.613	0.737	0.942	2.137	0.542	0.503	0.096										
Aligned_pair3_v	87	0.282	0.466	0.555	0.466	0.555	-1.221	0.275	0.341	0.006	0.008	0.041	0.023	0.02	0.039	0.613	0.737	0.942	2.137	0	NaN	NaN										
Aligned_pair3_v	88	0.282	0.469	0.557	0.469	0.557	-1.105	0.281	0.341	0.006	0.008	0.037	0.022	0.02	0.039	0.613	0.737	0.942	2.182	0.542	0.514	0.084										
Aligned_pair3_v	89	0.293	0.468	0.561	0.468	0.561	-1.226	0.317	0.336	0.006	0.008	0.043	0.024	0.02	0.042	0.623	0.737	0.942	2.29	0.867	0.661	0.304										
Aligned_pair3_v	90	0.287	0.465	0.565	0.465	0.565	-1.367	0.292	0.323	0.006	0.007	0.046	0.023	0.022	0.04	0.623	0.737	0.942	2.245	0	0	0										
Aligned_pair3_v	91	0.287	0.476	0.574	0.476	0.574	-0.58	0.279	0.327	0.006	0.008	0.014	0.024	0.021	0.041	0.593	0.737	0.942	2.092	0.542	0.536	0.041										
Aligned_pair3_v	92	0.287	0.47	0.573	0.47	0.573	-0.576	0.283	0.331	0.006	0.008	0.014	0.024	0.021	0.04	0.593	0.737	0.942	2.092	0	NaN	NaN										
Aligned_pair3_v	93	0.287	0.47	0.573	0.47	0.573	-0.576	0.283	0.331	0.006	0.008	0.014	0.024	0.021	0.04	0.593	0.737	0.942	2.092	0.542	0.527	0.071										
Aligned_pair3_v	94	0.282	0.468	0.569	0.468	0.569	-0.579	0.288	0.331	0.006	0.008	0.014	0.023	0.019	0.039	0.582	0.737	0.942	2.047	0	NaN	NaN										
Aligned_pair3_v	95	0.282	0.464	0.564	0.464	0.564	-0.626	0.275	0.335	0.005	0.008	0.016	0.023	0.02	0.039	0.596	0.737	0.942	2.015	0.542	0.542	0										
Aligned_pair3_v	96	0.287	0.459	0.566	0.459	0.566	-0.606	0.292	0.338	0.006	0.008	0.016	0.023	0.02	0.04	0.596	0.737	0.942	2.092	0	NaN	NaN										
Aligned_pair3_v	97	0.29	0.456	0.566	0.456	0.566	-0.539	0.283	0.336	0.006	0.008	0.013	0.024	0.021	0.04	0.596	0.737	0.942	2.092	0.542	0.526	0.08										
Aligned_pair3_v	98	0.287	0.453	0.567	0.453	0.567	-0.564	0.285	0.341	0.006	0.008	0.014	0.022	0.021	0.039	0.596	0.737	0.942	2.047	0	0	0										
Aligned_pair3_v	99	0.287	0.447	0.561	0.447	0.561	-0.649	0.284	0.348	0.006	0.008	0.017	0.023	0.02	0.039	0.603	0.737	0.629	2.137	0.542	0.542	0										
Aligned_pair3_v	100	0.287	0.447	0.561	0.447	0.561	-0.649	0.284	0.348	0.006	0.008	0.017	0.023	0.02	0.039	0.603	0.737	0.629	2.137	0.542	0.542	0										
Aligned_pair3_v	101	0.29	0.443	0.562	0.443	0.562	-0.589	0.278	0.349	0.006	0.008	0.015	0.023	0.021	0.039	0.596	0.737	0.629	2.047	1.354	1.245	0.284										
Aligned_pair3_v	102	0.282	0.438	0.561	0.438	0.561	-0.527	0.277	0.321	0.006	0.007	0.012	0.023	0.021	0.04	0.596	0.706	0.567	2.06	0.542	0.542	0										
Aligned_pair3_v	103	0.287	0.428	0.555	0.428	0.555	-0.411	0.274	0.323	0.006	0.008	0.008	0.024	0.022	0.041	0.599	0.706	0.567	2.105	1.408	1.357	0.224										
Aligned_pair3_v	104	0.287	0.424	0.559	0.424	0.559	-0.553	0.28	0.333	0.006	0.008	0.013	0.023	0.022	0.04	0.599	0.737	0.942	2.182	0.552	0.512	0.115										
Aligned_pair3_v	105	0.29	0.425	0.556	0.425	0.556	-0.636	0.285	0.33	0.006	0.008	0.017	0.024	0.022	0.04	0.599	0.737	0.942	2.227	0.552	0.526	0.1										
Aligned_pair3_v	106	0.285	0.422	0.553	0.422	0.553	-0.662	0.293	0.33	0.006	0.008	0.018	0.024	0.02	0.039	0.593	0.737	0.942	2.227	0	0	0										
Aligned_pair3_v	107	0.285	0.424	0.55	0.424	0.55	-0.732	0.302	0.325	0.006	0.007	0.021	0.023	0.02	0.038	0.603	0.737	0.942	2.227	0.552	0.538	0.071										
Aligned_pair3_v	108	0.287	0.458	0.552	0.458	0.552	-1.432	0.294	0.33	0.006	0.008	0.047	0.024	0.02	0.037	0.596	0.781	0.983	2.213	1.083	1.023	0.22										
Aligned_pair3_v	109	0.223	0.457	0.561	0.457	0.561	0.209	0.273	0.272	0.004	0.004	0.002	0.016	0.015	0.027	0.542	0.652	0.844	1.952	0.447	0.42	0.084										
Aligned_pair3_v	110	0.232	0.455	0.56	0.455	0.56	-0.071	0.25	0.287	0.004	0.005	1.93E-04	0.017	0.016	0.03	0.542	0.654	2.715	1.875	0.447	0.411	0.082										
Aligned_pair3_v	111	0.235	0.452	0.558	0.452	0.558	0.065	0.262	0.294	0.004	0.005	1.64E-04	0.017	0.016	0.031	0.542	0.661	2.531	1.907	0	NaN	NaN										
Aligned_pair3_v	112	0.229	0.445	0.553	0.445	0.553	-0.359	0.243	0.285	0.004	0.005	0.005	0.017	0.017	0.029	0.542	0.661	2.531	2.029	0.447	0.411	0.082										
Aligned_pair3_v	113	0.229	0.445	0.553	0.445	0.553	-0.359	0.243	0.285	0.004	0.005	0.005	0.017	0.017	0.029	0.542	0.661	2.531	2.029	0	NaN	NaN										
Aligned_pair3_v	114	0.229	0.44	0.546	0.44	0.546	-0.525	0.257	0.293	0.004	0.005	0.01	0.016	0.015	0.028	0.531	0.661	0.96	1.907	0	0	0										
Aligned_pair3_v	115	0.229	0.44	0.546	0.44	0.546	-0.525	0.257	0.293	0.004	0.005	0.01	0.016	0.015	0.028	0.531	0.661	0.96	1.907	0	NaN	NaN										
Aligned_pair3_v	116	0.232	0.441	0.547	0.441	0.547	-0.336	0.248	0.285	0.004	0.005	0.004	0.017	0.016	0.029	0.542	0.661	0.96	1.997	0.433	0.414	0.076										
Aligned_pair3_v	117	0.232	0.436	0.552	0.436	0.552	-0.508	0.258	0.297	0.004	0.005	0.009	0.016	0.016	0.029	0.542	0.694	0.896	2.029	1.083	0.987	0.247										
Aligned_pair3_v	118	0.232	0.431	0.549	0.431	0.549	-0.407	0.248	0.29	0.004	0.005	0.006	0.017	0.016	0.029	0.542	0.694	0.896	2.029	0.447	0.417	0.086										
Aligned_pair3_v	119	0.232	0.425	0.546	0.425	0.546	-0.382	0.253	0.291	0.004	0.005	0.005	0.017	0.016	0.029	0.542	0.694	0.896	2.06	0.447	0.414	0.086										
Aligned_pair3_v	120	0.235	0.422	0.545	0.422	0.545	-0.25	0.249	0.288	0.004	0.005	0.002	0.018	0.017	0.03	0.542	0.694	0.896	2.015	0.447	0.411	0.078										
Aligned_pair3_v	121	0.235	0.422	0.539	0.422	0.539	-0.207	0.248	0.286	0.004	0.005	0.002	0.018	0.017	0.03	0.531	0.694	0.896	1.971	0	NaN	NaN										
Aligned_pair3_v	122	0.229	0.412	0.544	0.412	0.544	-0.156	0.251	0.298	0.004	0.005	9.17E-04	0.016	0.016	0.029	0.531	0.652	0.844	1.862	0	0	0										
Aligned_pair3_v	123	0.246	0.406	0.529	0.406	0.529	0.059	0.291	0.303	0.005	0.005	1.42E-04	0.018	0.016	0.032	0.574	0.661	2.531	2.029	0.433	0.414	0.076										
Aligned_pair3_v	124	0.246	0.406	0.529	0.406	0.529	0.059	0.291	0.303	0.005	0.005	1.42E-04	0.018	0.016	0.032	0.574	0.661	2.531	2.029	0.484	0.471	0.054										
Aligned_pair3_v	125	0.243	0.403	0.523	0.403	0.523	-0.255	0.26	0.275	0.005	0.005	0.003	0.019	0.018	0.031	0.574	0.679	1.071	1.984	0	NaN	NaN										
Aligned_pair3_v	126	0.246	0.394	0.521	0.394	0.521	-0.205	0.271	0.279	0.005	0.005	0.002	0.019	0.018	0.032	0.574	0.679	1.071	1.984	1.083	1.028	0.177										
Aligned_pair3_v	127	0.249	0.394	0.518	0.394	0.518	-0.269	0.265	0.284	0.005	0.005	0.003	0.019	0.019	0.033	0.578	0.679	1.071	1.984	0	NaN	NaN										
Aligned_pair3_v	128	0.249	0.391	0.512	0.391	0.512	0.155	0.315	0.308	0.005	0.006	9.86E-04	0.018	0.015	0.031	0.574	0.694	2.467	2.015	0	NaN	NaN										
Aligned_pair3_v	129	0.243	0.386	0.517	0.386	0.517	-0.304	0.266	0.277	0.005	0.005	0.004	0.019	0.018	0.03	0.574	0.679	2.642	1.984	0.447	0.417	0.086										
Aligned_pair3_v	130	0.246	0.38	0.517	0.38	0.517	0.062	0.301	0.283	0.005	0.005	1.55E-04	0.019	0.016	0.031	0.574	0.679	2.642	2.029	0	0	0										
Aligned_pair2_v	11	0.287	0.476	0.816	0.476	0.816	-0.5	0.292	0.353	0.006	0.008	0.011	0.023	0.019	0.039	0.596	0.752	0.528	2.105	0	0	0	0	1.571	0.008	0.006	0.024	0.023	0.314	0.274	0.596	0.65
Aligned_pair2_v	12	0.314	0.477	0.804	0.477	0.804	-0.866	0.298	0.341	0.007	0.009	0.03	0.025	0.025	0.046	0.634	0.737	0.629	2.137	0.542	0.486	0.112	0	1.571	0.008	0.008	0.025	0.024	0.314	0.334	0.704	0.65
Aligned_pair2_v	13	0.302	0.475	0.806	0.475	0.806	-1.256	0.296	0.311	0.007	0.008	0.046	0.025	0.024	0.044	0.634	0.723	1.798	2.195	0	0	0	0	1.571	0.007	0.008	0.023	0.023	0.313	0.331	0.704	0.65
Aligned_pair2_v	14	0.285	0.478	0.798	0.478	0.798	-0.487	0.307	0.314	0.006	0.007	0.01	0.023	0.02	0.041	0.627	0.694	0.675	2.227	0	0	0	0	1.571	0.007	0.006	0.022	0.021	0.316	0.31	0.65	0.65
Aligned_pair2_v	15	0.287	0.476	0.796	0.476	0.796	-0.416	0.311	0.316	0.006	0.007	0.008	0.024	0.02	0.042	0.627	0.694	0.675	2.227	1.354	1.244	0.301	0	1.571	0.007	0.006	0.023	0.021	0.314	0.309	0.65	0.65
Aligned_pair2_v	16	0.285	0.471	0.797	0.471	0.797	-0.353	0.311	0.314	0.006	0.008	0.006	0.024	0.019	0.042	0.596	0.694	0.675	2.137	0	0	0	0	1.571	0.007	0.006	0.024	0.021	0.309	0.286	0.596	0.65
Aligned_pair2_v	17	0.267	0.47	0.799	0.47	0.799	-0.532	0.309	0.307	0.005	0.007	0.011	0.021	0.017	0.038	0.596	0.694	0.675	2.073	0	NaN	NaN	0	1.571	0.006	0.006	0.02	0.02	0.307	0.284	0.596	0.65
Aligned_pair2_v	18	0.287	0.495	0.765	0.495	0.765	-0.947	0.28	0.335	0.006	0.008	0.032	0.023	0.022	0.04	0.601	0.737	1.869	2.227	0	0	0	0	1.571	0.007	0.007	0.02	0.022	0.333	0.332	0.704	0.65
Aligned_pair2_v	19	0.285	0.492	0.768	0.492	0.768	-1.015	0.278	0.304	0.006	0.007	0.034	0.024	0.022	0.04	0.601	0.737	1.869	2.195	0	0	0	0	1.571	0.006	0.007	0.02	0.021	0.33	0.334	0.704	0.65
Aligned_pair2_v	20	0.282	0.487	0.767	0.487	0.767	-0.787	0.3	0.313	0.006	0.007	0.024	0.023	0.02	0.039	0.607	0.737	1.869	2.195	0.542	0.51	0.098	0	1.571	0.007	0.007	0.02	0.02	0.324	0.334	0.704	0.65
Aligned_pair2_v	21	0.279	0.499	0.773	0.499	0.773	-0.6	0.311	0.316	0.006	0.007	0.015	0.023	0.019	0.038	0.601	0.706	3.065	2.195	0	0	0	0	1.571	0.007	0.006	0.02	0.02	0.336	0.31	0.65	0.704
Aligned_pair2_v	22	0.246	0.505	0.76	0.505	0.76	0.532	0.262	0.291	0.005	0.005	0.011	0.018	0.019	0.032	0.574	0.659	2.976	2.042	0	0	0	0	1.571	0.005	0.005	0.017	0.018	0.307	0.273	0.596	0.65
Aligned_pair2_v	23	0.249	0.501	0.756	0.501	0.756	1.255	0.288	0.31	0.005	0.006	0.038	0.018	0.016	0.032	0.581	0.679	2.07	2.042	0.447	0.432	0.059	0	1.571	0.005	0.006	0.017	0.02	0.285	0.273	0.596	0.596
Aligned_pair2_v	24	0.255	0.527	0.707	0.527	0.707	0.955	0.27	0.308	0.005	0.006	0.028	0.019	0.018	0.034	0.574	0.679	2.07	1.965	0	0	0	0	1.571	0.005	0.006	0.018	0.02	0.286	0.273	0.596	0.596
Aligned_pair2_v	25	0.252	0.525	0.714	0.525	0.714	0.831	0.291	0.306	0.005	0.006	0.023	0.018	0.017	0.033	0.565	0.679	2.07	1.907	0.542	0.521	0.059	0	1.571	0.005	0.005	0.018	0.019	0.287	0.281	0.596	0.596
Aligned_pair2_v	26	0.258	0.519	0.71	0.519	0.71	0.738	0.283	0.301	0.005	0.006	0.019	0.02	0.017	0.034	0.565	0.685	2.82	2.105	0	0	0	0	1.571	0.006	0.005	0.018	0.02	0.303	0.277	0.596	0.65
Aligned_pair2_v	27	0.264	0.513	0.711	0.513	0.711	0.547	0.262	0.313	0.005	0.006	0.012	0.021	0.02	0.036	0.565	0.685	2.82	2.15	0	0	0	0	1.571	0.006	0.005	0.02	0.02	0.3	0.277	0.596	0.65
Aligned_pair2_v	28	0.264	0.505	0.71	0.505	0.71	0.717	0.272	0.292	0.005	0.006	0.019	0.022	0.019	0.037	0.581	0.685	2.82	2.15	0.447	0.432	0.059	0	1.571	0.006	0.006	0.019	0.021	0.307	0.277	0.596	0.65
Aligned_pair2_v	29	0.255	0.486	0.715	0.486	0.715	0.726	0.274	0.3	0.005	0.006	0.019	0.021	0.016	0.033	0.581	0.685	2.82	2.087	0	0	0	0	1.571	0.006	0.005	0.017	0.019	0.326	0.281	0.596	0.65
Aligned_pair2_v	30	0.243	0.525	0.675	0.525	0.675	0.881	0.283	0.322	0.004	0.006	0.024	0.018	0.014	0.03	0.571	0.706	2.138	2.042	0	0	0	0	1.571	0.005	0.005	0.017	0.017	0.287	0.296	0.596	0.596
Aligned_pair2_v	31	0.241	0.521	0.675	0.521	0.675	0.754	0.272	0.306	0.004	0.006	0.019	0.019	0.015	0.03	0.557	0.706	2.138	2.073	0	NaN	NaN	0	1.571	0.005	0.005	0.016	0.016	0.304	0.296	0.596	0.65
